ID_Cliente,Meses_Suscrito,Pago_Mensual_USD,Llamadas_Soporte,Dias_Retraso_Pago,Horas_Uso_Mensual,Churn
1159,14,21.27,1,0,13.4,0
1160,3,71.7,4,0,99.4,1
1161,1,48.73,2,0,61.7,1
1162,5,28.05,1,2,102.4,0
1163,26,54.24,2,2,74.1,1
1164,55,15.78,4,0,83.4,0
1165,14,62.38,0,1,119.3,0
1166,39,34.21,1,0,31.7,0
1167,27,81.78,4,3,76.8,1
1168,9,37.93,1,0,57.9,0
1169,15,50.97,0,0,9.5,0
1170,15,11.05,1,0,6.7,0
1171,26,16.52,1,0,18.7,0
1172,42,45.32,0,3,79.6,0
1173,13,53.19,0,0,70.2,0
1174,51,64.0,4,0,68.6,0
1175,32,36.25,2,0,8.7,1
1176,39,72.55,1,1,59.0,0
1177,49,87.41,1,0,111.3,0
1178,52,80.19,1,0,50.7,0
1179,32,13.57,0,3,76.9,0
1180,4,53.25,1,0,94.7,0
1181,30,19.44,2,0,95.2,0
1182,37,31.78,0,2,64.7,0
1183,23,98.8,1,0,103.7,0
1184,39,22.82,2,0,50.0,0
1185,45,54.9,2,0,107.2,0
1186,15,65.63,1,1,32.6,1
1187,43,73.22,1,0,37.2,0
1188,29,60.37,1,2,11.1,1
1189,36,10.88,1,1,96.5,0
1190,13,39.38,1,0,53.0,0
1191,32,56.59,3,1,31.3,1
1192,7,17.91,2,0,31.7,1
1193,59,41.56,4,0,108.7,0
1194,51,12.99,2,1,100.9,0
1195,22,17.07,2,3,68.7,1
1196,28,45.72,2,0,75.9,0
1197,2,21.94,2,0,59.5,0
1198,42,61.08,0,0,50.0,0
1199,45,72.05,1,0,110.3,0
1200,57,82.05,2,0,19.4,0
1201,53,28.01,1,0,53.1,0
1202,6,25.07,1,0,44.6,0
1203,28,19.41,1,0,62.3,0
1204,28,67.28,1,0,57.6,0
1205,44,73.58,1,1,64.7,0
1206,44,12.84,0,1,21.1,0
1207,20,94.26,2,0,64.0,0
1208,30,14.68,2,0,32.9,0
1209,11,58.72,2,0,26.2,1
1210,58,73.82,0,0,12.5,0
1211,55,88.39,3,0,92.7,0
1212,28,74.27,1,1,54.2,0
1213,25,82.16,0,0,77.1,0
1214,39,40.55,1,0,88.7,0
1215,33,83.33,1,0,83.1,0
1216,1,17.21,4,0,59.1,1
1217,57,90.53,1,0,49.6,0
1218,27,59.28,0,3,48.2,1
1219,57,83.56,2,0,78.6,0
1220,52,50.71,1,0,61.9,0
1221,13,67.92,1,0,102.7,0
1222,41,57.38,1,2,105.6,0
1223,3,75.84,1,0,24.6,1
1224,39,17.35,1,0,20.7,0
1225,6,15.43,3,2,77.5,1
1226,8,32.24,1,0,39.6,0
1227,27,24.36,0,0,7.1,0
1228,9,88.46,0,0,107.2,0
1229,37,29.73,1,0,31.1,0
1230,33,97.83,3,0,111.9,0
1231,51,40.32,0,0,87.5,0
1232,42,26.39,0,0,92.7,0
1233,44,81.07,2,0,28.2,0
1234,24,69.28,0,0,31.9,0
1235,15,54.84,0,0,64.9,0
1236,59,59.98,1,0,24.8,0
1237,54,74.73,0,2,40.1,0
1238,32,30.56,1,0,42.0,0
1239,32,99.67,1,0,23.4,0
1240,24,97.73,0,0,28.6,0
1241,41,68.53,2,0,95.7,0
1242,52,27.96,1,0,24.2,0
1243,49,71.22,1,0,8.3,0
1244,49,16.5,3,0,77.4,0
1245,58,12.76,0,0,117.2,0
1246,52,33.19,0,1,43.1,0
1247,12,51.64,3,0,18.6,1
1248,39,88.14,1,0,70.6,0
1249,2,75.45,3,0,109.2,0
1250,3,76.84,2,0,95.2,0
1251,49,48.29,4,0,76.6,0
1252,37,41.13,2,0,41.2,0
1253,49,43.39,4,0,67.3,0
1254,56,98.89,1,1,15.5,0
1255,17,13.61,1,2,83.1,0
1256,59,88.03,3,0,88.4,0
1257,49,62.08,2,0,116.0,0
1258,2,49.48,0,2,34.9,1
1259,2,75.27,0,0,7.1,1
1260,28,53.8,1,0,67.7,0
1261,54,88.61,2,0,86.3,0
1262,23,91.06,1,0,95.9,0
1263,37,47.95,3,0,27.3,1
1264,32,34.91,3,0,35.1,0
1265,33,63.31,0,0,63.9,0
1266,1,92.11,0,0,43.0,1
1267,19,28.96,2,1,104.0,0
1268,2,66.07,4,0,59.5,1
1269,53,66.84,1,0,97.0,0
1270,44,75.98,0,0,71.8,0
1271,26,21.84,1,1,93.9,0
1272,32,74.42,1,1,43.3,0
1273,6,91.81,2,0,100.6,0
1274,32,26.17,1,0,36.6,0
1275,55,31.38,2,1,67.8,0
1276,4,97.43,0,0,29.6,1
1277,55,26.29,2,0,59.7,0
1278,11,86.89,4,0,41.6,1
1279,56,54.31,3,0,35.7,0
1280,59,32.25,0,0,116.2,0
1281,17,88.37,2,0,23.4,1
1282,38,50.08,2,0,95.5,0
1283,24,56.33,1,2,118.2,0
1284,5,42.33,0,1,7.3,1
1285,52,63.37,2,2,85.4,0
1286,34,24.72,2,3,34.1,1
1287,6,45.2,0,0,9.7,1
1288,22,97.25,1,0,51.3,0
1289,11,33.23,3,0,112.6,0
1290,48,69.11,2,2,6.4,1
1291,16,39.27,0,0,72.6,0
1292,33,79.61,0,3,62.7,1
1293,9,21.78,2,0,105.4,0
1294,59,97.28,1,1,14.7,0
1295,6,50.84,1,0,83.4,0
1296,16,31.24,3,0,83.2,0
1297,29,16.61,2,1,81.9,0
1298,3,25.28,0,0,113.4,0
1299,20,56.78,0,1,99.7,0
1300,59,40.33,2,0,9.8,0
1301,36,84.6,0,0,59.2,0
1302,19,48.78,3,0,50.8,1
1303,26,32.38,1,0,40.7,0
1304,3,65.54,1,0,56.9,0
1305,19,73.61,3,0,49.2,1
1306,20,25.03,1,0,54.7,0
1307,32,25.09,0,0,117.6,0
1308,7,13.3,4,0,15.2,1
1309,52,76.28,1,0,111.1,0
1310,41,69.74,3,1,60.2,1
1311,33,52.72,1,0,76.7,0
1312,40,85.98,3,0,100.5,0
1313,39,82.51,1,0,46.5,0
1314,18,62.68,0,0,54.5,0
1315,40,88.14,1,0,52.1,0
1316,1,28.53,2,3,48.1,1
1317,11,20.07,1,2,111.4,0
1318,28,34.28,0,0,100.3,0
1319,57,15.14,1,0,17.5,0
1320,25,57.81,1,1,17.4,1
1321,50,94.29,2,0,54.2,0
1322,23,13.54,3,0,16.3,1
1323,31,20.99,5,0,76.2,0
1324,30,50.7,3,0,21.5,1
1325,42,94.05,2,3,65.1,1
1326,35,38.45,3,0,5.8,1
1327,7,55.65,2,0,41.4,1
1328,16,13.74,2,0,82.9,0
1329,26,23.35,1,1,60.7,0
1330,48,98.8,1,1,117.5,0
1331,57,96.86,1,0,105.5,0
1332,52,10.44,4,0,46.3,0
1333,49,95.66,3,0,10.2,1
1334,2,67.52,1,1,102.2,0
1335,1,88.11,1,1,109.8,0
1336,48,50.93,3,0,99.4,0
1337,12,56.4,1,1,19.7,1
1338,5,54.0,1,0,119.8,0
1339,37,70.02,1,0,34.7,0
1340,32,22.57,1,0,88.3,0
1341,59,12.7,0,0,109.4,0
1342,55,37.71,3,0,32.1,0
1343,9,73.42,1,0,109.4,0
1344,41,28.17,0,0,40.6,0
1345,35,70.61,2,0,117.3,0
1346,19,97.29,1,0,37.3,1
1347,48,18.45,2,0,114.6,0
1348,16,70.53,1,0,11.2,1
1349,3,49.94,2,0,86.6,0
1350,20,88.13,0,0,66.2,0
1351,24,25.94,2,2,60.0,1
1352,54,72.34,1,1,30.7,0
1353,56,85.43,2,2,86.1,0
1354,33,95.02,3,0,26.9,1
1355,24,71.49,1,0,68.6,0
1356,52,54.75,2,0,34.1,0
1357,11,65.61,1,0,114.9,0
1358,49,88.2,3,0,8.3,1
1359,8,61.35,1,0,28.0,1
1360,36,12.73,1,1,32.9,0
1361,38,93.79,1,0,52.6,0
1362,40,72.06,1,2,31.8,1
1363,20,70.89,0,2,61.5,1
1364,35,29.41,1,0,105.3,0
1365,48,69.3,1,1,86.9,0
1366,25,45.45,1,0,71.7,0
1367,35,68.61,1,1,15.2,1
1368,25,19.59,3,0,84.8,0
1369,29,69.21,0,1,24.1,0
1370,18,99.95,1,0,95.4,0
1371,46,14.34,2,2,33.8,1
1372,18,97.95,0,0,53.0,0
1373,2,46.62,2,0,45.3,1
1374,54,88.37,1,1,103.8,0
1375,35,80.41,3,1,19.6,1
1376,16,61.03,1,0,70.0,0
1377,41,76.46,4,0,21.3,1
1378,36,89.07,0,0,86.1,0
1379,33,46.37,2,3,109.1,0
1380,4,39.43,1,1,55.0,1
1381,33,70.08,1,1,61.1,0
1382,14,82.71,6,0,111.7,1
1383,21,78.61,2,0,64.9,0
1384,48,81.8,1,0,61.1,0
1385,20,49.2,2,1,71.5,0
1386,56,83.61,5,0,84.3,0
1387,8,20.82,1,2,17.3,1
1388,7,59.0,3,0,99.4,0
1389,3,10.52,1,0,55.1,0
1390,17,39.21,1,0,13.3,1
1391,33,42.98,0,0,95.4,0
1392,48,45.66,3,0,48.3,0
1393,12,72.59,3,0,16.5,1
1394,59,44.97,2,0,77.9,0
1395,51,50.38,1,1,106.2,0
1396,22,31.38,1,0,107.1,0
1397,55,43.59,2,0,115.1,0
1398,22,30.45,0,0,104.8,0
1399,46,16.59,0,0,5.2,0
1400,30,64.31,2,1,48.7,1
1401,38,70.14,2,0,99.1,0
1402,38,65.75,2,1,47.1,0
1403,45,51.71,0,0,74.2,0
1404,51,44.18,0,0,74.7,0
1405,54,87.7,1,0,47.0,0
1406,8,56.72,2,0,109.0,0
1407,27,53.13,0,0,62.9,0
1408,27,12.31,1,1,58.5,0
1409,34,40.71,1,0,119.7,0
1410,21,44.22,3,0,61.8,0
1411,30,45.89,0,0,25.5,0
1412,33,62.22,0,0,64.0,0
1413,28,58.02,1,0,98.6,0
1414,47,64.71,2,0,94.3,0
1415,33,78.84,1,0,95.7,0
1416,5,83.17,4,0,86.4,1
1417,48,74.63,2,0,34.2,0
1418,19,96.0,0,2,104.1,0
1419,4,11.64,1,0,107.7,0
1420,35,27.62,3,0,27.3,0
1421,49,10.68,2,3,20.0,1
1422,17,68.27,1,0,117.2,0
1423,44,90.82,0,0,104.9,0
1424,28,31.91,0,0,107.7,0
1425,30,93.43,3,0,106.9,0
1426,29,15.42,3,0,67.3,0
1427,46,94.1,0,3,79.3,0
1428,53,41.65,2,1,67.7,0
1429,6,19.13,0,1,10.9,1
1430,35,53.73,4,1,90.7,0
1431,41,33.11,0,0,63.1,0
1432,37,35.64,1,0,79.5,0
1433,24,37.66,2,2,62.8,1
1434,29,82.27,0,3,61.6,1
1435,49,58.52,1,0,24.8,0
1436,46,38.02,0,2,37.1,0
1437,53,64.93,3,0,23.3,0
1438,31,74.45,3,0,27.5,1
1439,35,34.54,1,0,116.9,0
1440,33,47.22,2,0,22.6,0
1441,52,20.97,0,0,36.0,0
1442,21,26.3,1,0,72.9,0
1443,32,71.3,3,0,75.2,0
1444,23,26.33,3,0,22.7,1
1445,33,57.26,0,0,96.3,0
1446,3,73.81,0,3,95.3,1
1447,18,19.62,1,0,32.3,0
1448,25,61.06,2,0,38.2,0
1449,42,33.09,0,0,112.9,0
1450,31,96.66,1,0,100.0,0
1451,54,53.52,2,1,85.2,0
1452,58,82.54,0,0,14.5,0
1453,3,59.52,0,1,53.1,1
1454,40,13.91,0,0,69.3,0
1455,46,66.98,2,0,26.6,0
1456,24,95.63,2,0,56.5,0
1457,50,64.15,2,0,74.1,0
1458,32,83.73,1,0,42.6,0
1459,47,89.58,4,0,94.8,0
1460,22,30.53,2,0,101.7,0
1461,23,29.08,2,0,42.2,0
1462,2,64.99,1,3,101.4,1
1463,27,46.99,1,0,16.9,0
1464,42,85.59,2,0,101.3,0
1465,2,91.0,2,0,22.6,1
1466,26,41.81,1,0,14.5,0
1467,17,31.32,2,0,78.8,0
1468,40,80.25,2,2,59.3,1
1469,33,34.73,0,3,109.4,0
1470,9,84.04,1,0,46.8,1
1471,43,48.14,0,0,38.0,0
1472,54,70.08,3,0,62.6,0
1473,48,18.6,1,0,57.4,0
1474,39,66.15,2,0,44.6,0
1475,29,50.66,2,0,84.8,0
1476,42,62.79,0,0,92.3,0
1477,55,25.12,4,0,103.1,0
1478,26,76.32,2,0,116.9,0
1479,35,87.65,1,0,35.7,0
1480,50,29.51,0,0,87.4,0
1481,25,18.61,1,0,50.3,0
1482,24,12.13,1,2,82.9,0
1483,13,67.78,0,0,59.7,0
1484,58,64.64,3,1,119.3,0
1485,7,59.2,2,0,88.8,0
1486,57,30.88,0,0,114.5,0
1487,36,45.18,2,0,101.0,0
1488,45,63.5,1,0,108.8,0
1489,20,54.71,0,2,98.7,0
1490,1,98.9,2,0,57.8,1
1491,8,22.28,4,0,34.0,1
1492,46,72.56,3,0,47.6,0
1493,16,46.39,2,3,7.3,1
1494,14,48.54,2,0,65.3,0
1495,12,74.58,1,3,63.1,1
1496,51,72.32,1,2,65.4,0
1497,23,99.21,3,0,117.0,0
1498,15,21.56,2,1,109.8,0
1499,28,19.37,1,3,23.6,1
1500,34,75.19,2,0,47.4,0
1501,2,62.05,2,0,53.8,1
1502,32,34.67,0,0,46.5,0
1503,23,17.15,2,0,96.8,0
1504,22,17.71,0,0,65.3,0
1505,51,90.48,1,0,70.8,0
1506,25,27.27,3,0,103.1,0
1507,58,39.1,4,0,97.7,0
1508,22,30.4,3,0,20.2,1
1509,58,41.95,1,2,87.1,0
1510,58,16.25,2,1,55.1,0
1511,22,56.72,0,0,38.9,0
1512,49,16.09,3,0,10.8,0
1513,52,82.03,1,0,61.0,0
1514,42,31.03,1,3,45.9,1
1515,6,58.6,0,0,33.9,0
1516,15,89.21,0,0,84.9,0
1517,54,68.58,1,2,93.5,0
1518,43,57.97,1,2,33.2,1
1519,37,39.19,1,1,10.7,1
1520,33,39.97,1,1,102.6,0
1521,8,70.25,1,0,6.1,1
1522,53,99.47,0,0,112.8,0
1523,44,69.57,3,0,77.2,0
1524,44,60.2,1,0,42.0,0
1525,5,75.76,0,1,33.3,1
1526,39,51.87,0,0,6.0,0
1527,4,15.41,0,0,32.1,0
1528,6,60.61,2,2,20.8,1
1529,45,96.19,3,0,75.4,0
1530,32,25.78,0,3,24.2,1
1531,52,72.1,0,3,65.8,0
1532,30,28.08,0,0,72.9,0
1533,47,58.22,1,0,39.3,0
1534,35,18.7,4,0,9.0,1
1535,55,50.53,1,0,9.3,0
1536,40,78.05,0,0,8.0,0
1537,52,41.28,0,0,90.0,0
1538,16,69.84,2,3,41.6,1
1539,13,81.59,1,0,96.6,0
1540,50,93.45,0,1,54.6,0
1541,42,31.12,1,0,57.1,0
1542,30,45.94,0,0,64.0,0
1543,19,23.72,3,2,87.0,1
1544,17,99.32,1,0,36.5,1
1545,56,93.43,0,0,19.0,0
1546,19,58.6,0,0,68.9,0
1547,28,85.78,3,1,42.6,1
1548,58,56.89,1,0,55.9,0
1549,55,66.12,1,0,79.4,0
1550,26,18.02,2,0,61.8,0
1551,37,77.97,2,3,76.3,1
1552,26,21.49,1,2,67.6,0
1553,53,84.35,1,0,90.1,0
1554,23,80.38,2,1,86.2,0
1555,9,73.79,2,0,66.4,0
1556,12,13.25,2,0,83.1,0
1557,53,37.28,1,0,105.5,0
1558,1,33.68,2,0,54.7,1
1559,58,42.41,2,0,52.5,0
1560,58,17.89,2,0,92.9,0
1561,1,94.33,0,0,72.0,0
1562,47,59.84,4,1,13.2,1
1563,34,37.5,2,0,107.6,0
1564,32,45.73,1,0,8.5,0
1565,54,50.25,2,2,91.1,0
1566,48,64.05,2,0,92.3,0
1567,25,56.41,0,0,114.6,0
1568,40,92.75,1,1,11.2,1
1569,45,54.73,2,0,73.6,0
1570,53,99.29,1,0,54.2,0
1571,1,86.63,3,0,43.0,1
1572,16,28.77,1,2,15.4,1
1573,39,93.75,1,0,69.7,0
1574,5,20.47,2,2,60.1,1
1575,22,83.57,0,0,17.0,0
1576,29,44.26,1,0,75.4,0
1577,55,89.02,1,1,89.9,0
1578,3,88.13,2,0,93.2,0
1579,12,82.53,1,0,109.1,0
1580,26,81.1,2,0,52.1,0
1581,16,37.42,2,1,114.6,0
1582,51,17.28,0,0,104.5,0
1583,37,46.27,4,0,39.1,1
1584,22,25.62,3,0,23.3,1
1585,57,72.55,0,2,55.1,0
1586,29,41.15,1,0,51.2,0
1587,14,97.8,1,0,71.2,0
1588,28,67.69,2,0,72.1,0
1589,5,84.02,1,0,91.2,0
1590,47,21.93,0,0,63.6,0
1591,49,87.58,0,0,17.1,0
1592,30,93.05,1,0,103.7,0
1593,46,53.84,1,1,40.6,0
1594,52,64.56,1,1,116.7,0
1595,5,78.83,4,0,18.6,1
1596,12,25.74,0,2,115.2,0
1597,16,55.23,3,0,15.5,1
1598,26,45.88,4,2,31.6,1
1599,26,23.17,1,0,10.4,0
1600,48,43.08,1,0,86.1,0
1601,21,16.14,1,2,102.8,0
1602,39,12.32,0,2,54.9,0
1603,36,22.16,3,0,111.8,0
1604,33,96.68,2,0,72.9,0
1605,30,59.46,1,0,77.5,0
1606,37,96.92,3,0,102.2,0
1607,23,48.92,4,0,39.1,1
1608,58,38.06,0,0,45.7,0
1609,10,55.55,3,2,109.2,1
1610,54,49.56,1,0,108.6,0
1611,5,19.51,2,0,117.3,0
1612,36,67.67,1,0,108.7,0
1613,34,29.44,1,0,19.6,0
1614,52,65.76,3,0,99.7,0
1615,31,68.52,2,0,52.1,0
1616,10,23.68,2,1,118.9,0
1617,58,15.52,0,2,59.3,0
1618,19,80.27,1,0,68.7,0
1619,58,51.38,1,0,65.9,0
1620,32,15.23,2,0,42.0,0
1621,1,99.54,3,2,13.6,1
1622,56,15.2,3,1,108.0,0
1623,5,72.55,2,0,97.3,0
1624,45,98.53,0,0,21.0,0
1625,4,31.53,2,1,94.3,0
1626,16,22.8,0,0,77.0,0
1627,24,20.92,2,0,52.1,0
1628,16,37.29,3,2,34.2,1
1629,55,19.09,1,1,103.9,0
1630,2,72.29,3,0,85.5,1
1631,49,15.61,1,0,68.0,0
1632,28,55.85,0,0,75.1,0
1633,32,99.7,3,0,15.5,1
1634,27,83.26,0,0,59.5,0
1635,20,65.37,2,0,27.3,1
1636,24,37.56,2,1,29.0,1
1637,12,66.15,4,2,81.0,1
1638,50,57.43,3,0,109.8,0
1639,35,48.35,2,0,51.4,0
1640,33,21.76,2,0,28.9,0
1641,33,89.79,3,0,79.6,0
1642,51,50.48,2,0,105.2,0
1643,43,27.52,2,0,91.1,0
1644,37,43.1,0,2,104.9,0
1645,12,47.27,2,0,66.7,0
1646,3,84.48,1,2,91.5,1
1647,1,76.03,2,3,21.1,1
1648,33,79.24,2,0,45.1,0
1649,40,10.99,2,0,49.8,0
1650,10,47.45,2,3,63.8,1
1651,43,53.32,2,3,111.8,0
1652,44,11.73,2,0,105.5,0
1653,29,33.38,1,0,20.5,0
1654,13,78.43,2,0,24.9,1
1655,12,22.34,4,3,46.1,1
1656,31,58.18,0,0,38.4,0
1657,46,29.37,0,0,75.7,0
1658,2,11.09,1,1,108.8,0
1659,51,31.71,0,0,115.7,0
1660,50,97.83,3,0,80.2,0
1661,35,82.14,0,0,101.4,0
1662,23,96.36,0,2,65.4,1
1663,17,53.91,3,0,29.0,1
1664,26,19.88,1,0,65.3,0
1665,8,59.32,2,0,68.8,0
1666,29,50.89,0,0,90.4,0
1667,26,85.99,0,0,30.3,0
1668,10,18.83,2,0,47.4,0
1669,26,53.94,0,0,46.9,0
1670,34,23.5,0,1,115.3,0
1671,51,39.22,2,1,56.1,0
1672,41,76.36,2,0,91.8,0
1673,7,52.84,2,0,91.3,0
1674,4,43.83,3,0,35.5,1
1675,58,45.5,2,1,70.8,0
1676,53,51.35,3,0,107.8,0
1677,50,80.65,2,0,59.6,0
1678,45,90.29,1,0,113.7,0
1679,11,95.98,3,0,29.7,1
1680,29,80.82,1,0,13.5,1
1681,56,38.39,1,0,107.5,0
1682,36,71.93,0,0,102.5,0
1683,25,49.38,1,1,119.1,0
1684,21,32.92,1,0,83.1,0
1685,57,85.68,3,0,112.7,0
1686,36,13.46,0,0,100.1,0
1687,10,91.16,1,0,102.1,0
1688,37,51.53,1,0,70.5,0
1689,9,67.35,1,0,49.0,0
1690,24,69.34,1,0,112.5,0
1691,35,90.56,1,0,54.7,0
1692,49,67.3,0,0,67.0,0
1693,35,65.25,1,0,56.3,0
1694,48,16.0,2,2,70.0,0
1695,36,56.66,2,0,59.1,0
1696,18,23.52,0,0,10.5,0
1697,49,76.37,1,0,106.4,0
1698,39,56.1,6,0,56.1,1
1699,32,71.22,1,0,72.7,0
1700,24,13.75,1,0,21.0,0
1701,23,17.63,1,1,5.4,1
1702,32,74.47,1,0,33.2,0
1703,37,16.49,1,0,86.0,0
1704,12,16.41,3,1,16.4,1
1705,49,11.09,1,2,109.5,0
1706,55,96.09,1,0,29.7,0
1707,13,76.38,0,0,28.5,0
1708,23,41.79,3,0,25.9,1
1709,25,36.69,0,0,6.6,0
1710,35,41.47,0,0,93.8,0
1711,41,79.72,2,0,105.6,0
1712,30,69.52,1,1,75.6,0
1713,17,26.67,3,0,26.6,1
1714,49,25.67,1,0,37.8,0
1715,20,18.86,0,0,59.7,0
1716,48,69.43,5,1,114.7,0
1717,25,78.79,1,0,33.4,0
1718,22,33.85,2,0,89.1,0
1719,13,11.89,2,0,55.5,0
1720,59,17.4,0,0,39.3,0
1721,19,97.11,0,0,57.4,0
1722,49,36.59,1,0,13.2,0
1723,36,79.23,3,0,96.8,0
1724,12,66.22,1,0,33.0,1
1725,41,44.37,2,0,88.4,0
1726,19,28.51,0,0,12.9,0
1727,12,20.92,2,0,114.8,0
1728,9,65.35,0,0,27.2,0
1729,7,79.72,1,0,106.5,0
